T[s],sppa0001_21_Timestamp_Unit0,T[s],sppa0001_31_Timestamp_Unit0,T[s],sppa0001_41_Timestamp_Unit0,T[s],sppa0001_22_Timestamp_Unit0,T[s],sppa0001_32_Timestamp_Unit0,T[s],sppa0001_42_Timestamp_Unit0,T[s],sppa0001_23_Timestamp_Unit0,T[s],sppa0001_33_Timestamp_Unit0,T[s],sppa0001_43_Timestamp_Unit0
416.04232,NaN,173.02992,NaN,152.002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,635.91184,NaN,335.15924,NaN,486.937,NaN
416.04508,NaN,173.03224,NaN,152.0058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,635.92048,NaN,335.56,NaN,486.95024,NaN
416.05484,NaN,173.03684,NaN,152.00808,NaN,NaN,NaN,NaN,NaN,NaN,NaN,635.97636,NaN,335.72848,NaN,486.958,NaN
416.13284,NaN,173.04,NaN,152.01068,NaN,NaN,NaN,NaN,NaN,NaN,NaN,637.28208,NaN,335.73208,NaN,486.96568,NaN
416.14844,NaN,173.04348,NaN,152.01296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,637.29956,NaN,335.73532,NaN,486.96784,NaN
416.15164,NaN,173.04704,NaN,152.01588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,637.30864,NaN,335.74376,NaN,486.97124,NaN
416.15964,NaN,173.05056,NaN,152.02044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,637.31124,NaN,335.753,NaN,486.98328,NaN
416.17012,NaN,173.05356,NaN,152.02664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,637.31528,NaN,335.75752,NaN,487.02056,NaN
416.31016,NaN,173.05704,NaN,152.03228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,637.3338,NaN,335.76904,NaN,487.02276,NaN
416.31788,NaN,173.05984,NaN,152.03464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,637.34596,NaN,335.77364,NaN,487.026,NaN
416.32284,NaN,173.0624,NaN,152.03704,NaN,NaN,NaN,NaN,NaN,NaN,NaN,637.35404,NaN,335.77784,NaN,487.02876,NaN
416.33572,NaN,173.06496,NaN,152.04648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,637.36104,NaN,335.78,NaN,487.03456,NaN
416.34108,NaN,173.06732,NaN,152.04984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,637.41892,NaN,335.79136,NaN,487.04956,NaN
416.35328,NaN,173.0696,NaN,152.05776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,638.123,NaN,335.81424,NaN,489.06736,NaN
416.51264,NaN,173.07348,NaN,152.05996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,638.806,NaN,335.8302,NaN,489.11004,NaN
416.79164,NaN,173.07764,NaN,152.07204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,638.81788,NaN,335.89852,NaN,489.11608,NaN
416.79412,NaN,173.08112,NaN,152.29008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,638.83324,NaN,335.9104,NaN,489.12172,NaN
416.79908,NaN,173.08644,NaN,153.02352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,638.83916,NaN,335.9166,NaN,489.12844,NaN
416.80272,NaN,173.08928,NaN,153.61864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,638.84184,NaN,335.92352,NaN,489.13644,NaN
416.8056,NaN,173.09208,NaN,154.77464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,638.87524,NaN,335.92692,NaN,489.14108,NaN
416.81028,NaN,173.0946,NaN,154.78128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,638.8836,NaN,335.93104,NaN,489.14752,NaN
416.814,NaN,173.09732,NaN,154.7858,NaN,NaN,NaN,NaN,NaN,NaN,NaN,638.89884,NaN,335.9332,NaN,489.1564,NaN
416.81636,NaN,173.0994,NaN,154.7912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,638.90596,NaN,335.94796,NaN,489.161,NaN
416.87532,NaN,173.10684,NaN,154.79468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,638.91432,NaN,336.7844,NaN,489.16324,NaN
416.88532,NaN,173.10972,NaN,154.79732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,638.92828,NaN,337.2486,NaN,489.17872,NaN
416.89248,NaN,173.11388,NaN,154.80032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,638.9556,NaN,337.30284,NaN,489.18212,NaN
416.89704,NaN,173.11916,NaN,154.80344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,640.17372,NaN,337.36468,NaN,489.18424,NaN
416.90336,NaN,173.12228,NaN,154.80604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,640.1908,NaN,337.36912,NaN,489.18668,NaN
416.90712,NaN,173.1244,NaN,154.8114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,640.20152,NaN,337.376,NaN,489.19544,NaN
416.9208,NaN,173.12752,NaN,154.81484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,640.20916,NaN,337.37928,NaN,489.20372,NaN
416.93676,NaN,173.12984,NaN,154.81708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,640.2132,NaN,337.38188,NaN,489.20796,NaN
417.03828,NaN,173.13448,NaN,154.8202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,640.22544,NaN,337.3864,NaN,489.23124,NaN
417.04036,NaN,173.1374,NaN,154.82356,NaN,NaN,NaN,NaN,NaN,NaN,NaN,640.24456,NaN,337.39692,NaN,489.24536,NaN
417.04292,NaN,173.13976,NaN,154.82676,NaN,NaN,NaN,NaN,NaN,NaN,NaN,640.2576,NaN,337.4012,NaN,489.25268,NaN
417.05456,NaN,173.14184,NaN,154.82928,NaN,NaN,NaN,NaN,NaN,NaN,NaN,640.27348,NaN,337.40768,NaN,489.25824,NaN
417.0644,NaN,173.14408,NaN,154.83296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,640.27764,NaN,337.41624,NaN,489.28732,NaN
417.25892,NaN,173.14848,NaN,154.837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,640.32568,NaN,337.4248,NaN,489.31196,NaN
417.26364,NaN,173.15076,NaN,154.8394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,640.34108,NaN,337.4302,NaN,489.32308,NaN
417.26636,NaN,173.15476,NaN,154.84168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,640.90956,NaN,337.43372,NaN,489.36596,NaN
417.27016,NaN,173.15792,NaN,154.84552,NaN,NaN,NaN,NaN,NaN,NaN,NaN,641.62012,NaN,337.441,NaN,489.36908,NaN
417.27248,NaN,173.16084,NaN,154.84856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,641.62628,NaN,337.4464,NaN,489.38432,NaN
417.28256,NaN,173.16392,NaN,154.85064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,641.63028,NaN,337.44908,NaN,489.38648,NaN
417.28788,NaN,173.16604,NaN,154.85312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,641.64004,NaN,337.45544,NaN,489.40556,NaN
417.42384,NaN,173.17016,NaN,154.85556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,641.64332,NaN,337.46176,NaN,489.40908,NaN
417.42752,NaN,173.1732,NaN,154.85816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,641.6548,NaN,337.4656,NaN,490.11464,NaN
417.43604,NaN,173.1754,NaN,154.86052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,641.66836,NaN,337.47248,NaN,490.79528,NaN
417.44036,NaN,173.17812,NaN,154.86308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,641.71044,NaN,337.48036,NaN,491.37184,NaN
417.4442,NaN,173.18168,NaN,154.866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,641.71348,NaN,337.48784,NaN,491.38072,NaN
417.44764,NaN,173.18456,NaN,154.86892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,641.72428,NaN,337.49348,NaN,491.38496,NaN
417.4612,NaN,173.18804,NaN,154.87108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,641.73164,NaN,337.49728,NaN,491.3886,NaN
417.471,NaN,173.19084,NaN,154.87428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,641.73936,NaN,339.62104,NaN,491.39292,NaN
417.92112,NaN,173.19356,NaN,154.88016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,641.78948,NaN,339.69144,NaN,491.39972,NaN
417.92404,NaN,173.19616,NaN,154.88272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,641.8812,NaN,339.70144,NaN,491.40416,NaN
417.92852,NaN,173.1996,NaN,154.88516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,643.01148,NaN,339.70368,NaN,491.41272,NaN
417.93212,NaN,173.20172,NaN,154.88736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,643.07628,NaN,339.7086,NaN,491.41496,NaN
417.93804,NaN,173.20412,NaN,154.89036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,643.07988,NaN,339.71108,NaN,491.4194,NaN
417.95724,NaN,173.20744,NaN,154.89296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,643.08908,NaN,339.71376,NaN,491.4342,NaN
417.9636,NaN,173.2106,NaN,154.89616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,643.09456,NaN,339.71808,NaN,491.4378,NaN
417.97036,NaN,173.21356,NaN,154.89876,NaN,NaN,NaN,NaN,NaN,NaN,NaN,643.09948,NaN,339.72428,NaN,491.4494,NaN
417.97608,NaN,173.21704,NaN,154.90244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,643.1016,NaN,339.73068,NaN,491.45244,NaN
418.0092,NaN,173.22068,NaN,154.90456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,643.10472,NaN,339.7348,NaN,491.45604,NaN
418.0288,NaN,173.22348,NaN,154.9074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,643.11028,NaN,339.73864,NaN,491.46088,NaN
418.03316,NaN,173.2266,NaN,154.90988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,643.11376,NaN,339.74692,NaN,491.4656,NaN
418.04376,NaN,173.22908,NaN,154.91252,NaN,NaN,NaN,NaN,NaN,NaN,NaN,643.127,NaN,339.75748,NaN,491.47708,NaN
418.06412,NaN,173.23316,NaN,154.91512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,643.13396,NaN,339.76184,NaN,491.49716,NaN
418.2042,NaN,173.2382,NaN,154.91912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,643.13628,NaN,339.76724,NaN,491.50972,NaN
418.2148,NaN,173.24388,NaN,154.92312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,643.16132,NaN,339.77108,NaN,491.51232,NaN
418.219,NaN,173.25284,NaN,154.92556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,643.18332,NaN,339.77884,NaN,491.51928,NaN
418.22252,NaN,173.259,NaN,154.92816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,643.19684,NaN,339.78932,NaN,491.52264,NaN
418.22796,NaN,173.26532,NaN,154.93024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,643.58644,NaN,339.7918,NaN,491.52512,NaN
418.66024,NaN,173.26812,NaN,154.93352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,643.98784,NaN,339.7994,NaN,491.53344,NaN
418.80092,NaN,173.276,NaN,154.93596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,644.57224,NaN,339.80328,NaN,491.6006,NaN
418.80352,NaN,173.27992,NaN,154.93844,NaN,NaN,NaN,NaN,NaN,NaN,NaN,644.5766,NaN,339.82264,NaN,491.64312,NaN
418.80652,NaN,173.28412,NaN,154.9418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,644.57992,NaN,339.82496,NaN,491.65056,NaN
418.80992,NaN,173.28624,NaN,154.94412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,644.5844,NaN,339.83832,NaN,491.68884,NaN
418.81364,NaN,173.289,NaN,154.94664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,644.5872,NaN,339.8708,NaN,492.04288,NaN
418.81772,NaN,173.29284,NaN,154.94904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,644.5946,NaN,339.8882,NaN,493.2696,NaN
418.82168,NaN,173.29632,NaN,154.95188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,644.5994,NaN,339.89048,NaN,493.66244,NaN
418.82564,NaN,173.29952,NaN,154.95704,NaN,NaN,NaN,NaN,NaN,NaN,NaN,644.60408,NaN,339.90084,NaN,493.6728,NaN
418.89868,NaN,173.30216,NaN,154.95968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,644.60856,NaN,339.90368,NaN,493.67688,NaN
418.90092,NaN,173.30528,NaN,154.96296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,644.61284,NaN,339.90604,NaN,493.68388,NaN
418.90556,NaN,173.30968,NaN,154.96556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,644.62492,NaN,339.90996,NaN,493.68844,NaN
418.90904,NaN,173.31216,NaN,154.96952,NaN,NaN,NaN,NaN,NaN,NaN,NaN,644.64608,NaN,339.91732,NaN,493.69504,NaN
418.91548,NaN,173.31864,NaN,154.9754,NaN,NaN,NaN,NaN,NaN,NaN,NaN,644.66664,NaN,339.92912,NaN,493.69784,NaN
418.91764,NaN,173.32216,NaN,154.97756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,644.6798,NaN,341.69996,NaN,493.70028,NaN
419.07608,NaN,173.32652,NaN,154.9802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,644.70964,NaN,341.70476,NaN,493.70268,NaN
419.08156,NaN,173.36544,NaN,154.9856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,644.71512,NaN,341.71184,NaN,493.70504,NaN
419.08656,NaN,173.37264,NaN,154.98788,NaN,NaN,NaN,NaN,NaN,NaN,NaN,644.72016,NaN,341.72212,NaN,493.70788,NaN
419.09284,NaN,173.37504,NaN,154.99212,NaN,NaN,NaN,NaN,NaN,NaN,NaN,645.09236,NaN,341.72588,NaN,493.71292,NaN
419.098,NaN,173.37788,NaN,154.99432,NaN,NaN,NaN,NaN,NaN,NaN,NaN,645.43992,NaN,341.73744,NaN,493.71804,NaN
419.1012,NaN,173.38016,NaN,154.9964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,645.9002,NaN,341.7434,NaN,493.72156,NaN
419.10972,NaN,173.38296,NaN,154.99984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,645.9146,NaN,341.75076,NaN,493.72936,NaN
419.68912,NaN,173.38672,NaN,155.00208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,645.9234,NaN,341.7532,NaN,493.73628,NaN
419.69156,NaN,173.38972,NaN,155.00556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,645.92648,NaN,341.75588,NaN,493.74356,NaN
419.69408,NaN,173.39336,NaN,155.00856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,645.93588,NaN,341.76332,NaN,493.74976,NaN
419.69636,NaN,173.39556,NaN,155.01224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,645.9388,NaN,341.7718,NaN,493.75836,NaN
419.69884,NaN,173.3984,NaN,155.01572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,645.9468,NaN,341.77484,NaN,493.76248,NaN
419.702,NaN,173.40312,NaN,155.01832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,645.96324,NaN,341.77744,NaN,493.77296,NaN
419.70524,NaN,173.40564,NaN,155.02336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,645.9962,NaN,341.78236,NaN,493.7766,NaN
419.72556,NaN,173.40784,NaN,155.02768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,646.96588,NaN,341.78616,NaN,493.79108,NaN
419.76628,NaN,173.41112,NaN,155.03028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,646.99228,NaN,341.79172,NaN,493.81524,NaN
419.79368,NaN,173.41332,NaN,155.03304,NaN,NaN,NaN,NaN,NaN,NaN,NaN,647.27668,NaN,341.79428,NaN,493.81796,NaN
419.797,NaN,173.41548,NaN,155.03548,NaN,NaN,NaN,NaN,NaN,NaN,NaN,647.28376,NaN,341.79892,NaN,493.84064,NaN
419.8046,NaN,173.41992,NaN,155.03776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,647.28772,NaN,341.8128,NaN,493.84368,NaN
419.80688,NaN,173.42208,NaN,155.04064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,647.29952,NaN,341.83484,NaN,493.8464,NaN
419.81964,NaN,173.42536,NaN,155.04336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,647.30364,NaN,341.84728,NaN,493.85756,NaN
419.92496,NaN,173.45248,NaN,155.04776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,647.3068,NaN,342.27004,NaN,493.86092,NaN
419.9296,NaN,173.46,NaN,155.05212,NaN,NaN,NaN,NaN,NaN,NaN,NaN,647.3142,NaN,342.98616,NaN,493.87452,NaN
419.93288,NaN,173.47224,NaN,155.05496,NaN,NaN,NaN,NaN,NaN,NaN,NaN,647.31664,NaN,342.996,NaN,493.945,NaN
419.93872,NaN,173.48784,NaN,155.05856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,647.32544,NaN,342.99944,NaN,493.956,NaN
419.94408,NaN,173.49072,NaN,155.06124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,647.32888,NaN,343.00256,NaN,494.25256,NaN
420.15424,NaN,173.4938,NaN,155.06332,NaN,NaN,NaN,NaN,NaN,NaN,NaN,647.33544,NaN,343.00652,NaN,495.65276,NaN
420.16496,NaN,173.4978,NaN,155.0662,NaN,NaN,NaN,NaN,NaN,NaN,NaN,647.37176,NaN,343.00952,NaN,495.75096,NaN
420.17928,NaN,173.50136,NaN,155.07748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,647.41232,NaN,343.01208,NaN,495.75388,NaN
420.18788,NaN,173.50384,NaN,155.0832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,647.42568,NaN,343.01732,NaN,495.76084,NaN
420.19268,NaN,173.50776,NaN,155.08668,NaN,NaN,NaN,NaN,NaN,NaN,NaN,647.6078,NaN,343.02188,NaN,495.76392,NaN
420.19648,NaN,173.51016,NaN,155.0914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343.04184,NaN,495.78016,NaN
420.20132,NaN,173.5124,NaN,155.09556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343.06052,NaN,495.78756,NaN
420.22448,NaN,173.51712,NaN,155.09824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343.066,NaN,495.79188,NaN
420.2392,NaN,173.52044,NaN,155.1012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343.0714,NaN,495.80888,NaN
420.38836,NaN,173.5226,NaN,155.10872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343.0754,NaN,495.81424,NaN
420.39496,NaN,173.52804,NaN,155.11836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343.08172,NaN,495.81796,NaN
420.40992,NaN,173.53048,NaN,155.12292,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343.08984,NaN,495.8238,NaN
420.82988,NaN,173.53524,NaN,155.12932,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343.09952,NaN,495.82936,NaN
420.83376,NaN,173.53776,NaN,155.13736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343.10896,NaN,495.83352,NaN
420.83628,NaN,173.54036,NaN,155.1406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343.11324,NaN,495.83564,NaN
420.83876,NaN,173.54516,NaN,155.14348,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343.11748,NaN,495.8384,NaN
420.84108,NaN,173.5506,NaN,155.14632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343.1688,NaN,495.84424,NaN
420.8556,NaN,174.8828,NaN,155.15032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343.96996,NaN,495.8472,NaN
420.8616,NaN,174.88548,NaN,155.15244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,345.29036,NaN,495.85624,NaN
420.93784,NaN,174.88764,NaN,155.16444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,345.29272,NaN,495.86548,NaN
420.95676,NaN,174.89092,NaN,155.16976,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,345.2964,NaN,495.8686,NaN
420.96456,NaN,174.8936,NaN,155.691,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,345.30352,NaN,495.88408,NaN
420.9678,NaN,174.89572,NaN,156.00628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,345.30732,NaN,495.89188,NaN
420.98004,NaN,174.8982,NaN,156.98776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,345.31136,NaN,495.917,NaN
421.15392,NaN,174.90084,NaN,158.44692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,345.31676,NaN,495.91992,NaN
421.15632,NaN,174.9036,NaN,158.45216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,345.3204,NaN,495.92472,NaN
421.165,NaN,174.90808,NaN,158.45728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,345.32284,NaN,495.93236,NaN
421.16804,NaN,174.9108,NaN,158.46004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,345.3298,NaN,495.9358,NaN
421.1712,NaN,174.91516,NaN,158.46296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,345.33556,NaN,495.94332,NaN
421.1752,NaN,174.91732,NaN,158.4652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,345.33868,NaN,495.94924,NaN
421.18012,NaN,174.92004,NaN,158.46872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,345.372,NaN,495.9584,NaN
421.40632,NaN,174.92296,NaN,158.47112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,345.38064,NaN,495.98008,NaN
421.41732,NaN,174.92648,NaN,158.47376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,345.3866,NaN,495.98548,NaN
421.42024,NaN,174.9294,NaN,158.47644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,345.3892,NaN,496.07928,NaN
421.42344,NaN,174.93184,NaN,158.47892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,345.396,NaN,496.09344,NaN
421.42836,NaN,174.93404,NaN,158.48128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,345.40416,NaN,496.10872,NaN
421.43064,NaN,174.93712,NaN,158.48368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,345.42704,NaN,496.1218,NaN
421.435,NaN,174.94092,NaN,158.48748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,345.43356,NaN,496.1414,NaN
421.47468,NaN,174.94496,NaN,158.49092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,345.44472,NaN,496.15828,NaN
422.00728,NaN,174.94736,NaN,158.493,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,345.4602,NaN,496.2138,NaN
422.0126,NaN,174.94956,NaN,158.49676,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,345.49748,NaN,497.13112,NaN
422.01532,NaN,174.95208,NaN,158.4994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,345.49984,NaN,497.784,NaN
422.01888,NaN,174.95592,NaN,158.50172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,346.75992,NaN,497.80092,NaN
422.02916,NaN,174.95844,NaN,158.50472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,346.76532,NaN,497.82792,NaN
422.0322,NaN,174.96284,NaN,158.5082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,346.76908,NaN,497.8312,NaN
422.04032,NaN,174.96624,NaN,158.5108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,346.778,NaN,497.83332,NaN
422.10144,NaN,174.96848,NaN,158.51364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,346.78864,NaN,497.83952,NaN
422.10608,NaN,174.97188,NaN,158.5176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,346.79248,NaN,497.8436,NaN
422.1138,NaN,174.97532,NaN,158.52052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,346.80456,NaN,497.84936,NaN
422.1206,NaN,174.97908,NaN,158.52432,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,346.80688,NaN,497.85168,NaN
422.12392,NaN,174.98288,NaN,158.52668,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,346.8124,NaN,497.86048,NaN
422.12744,NaN,174.98728,NaN,158.53028,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,346.82024,NaN,497.8698,NaN
422.13328,NaN,174.98976,NaN,158.53276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,346.82676,NaN,497.87588,NaN
422.26616,NaN,174.9952,NaN,158.53544,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,346.82944,NaN,497.87828,NaN
422.28096,NaN,174.9982,NaN,158.53852,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,346.83648,NaN,497.88132,NaN
422.28844,NaN,175.00128,NaN,158.54196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,346.84024,NaN,497.89104,NaN
422.2934,NaN,175.00432,NaN,158.54552,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,346.84232,NaN,497.89696,NaN
422.29684,NaN,175.00848,NaN,158.54936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,346.8508,NaN,497.90588,NaN
422.30092,NaN,175.01104,NaN,158.55168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,346.85372,NaN,497.91068,NaN
422.30896,NaN,175.01464,NaN,158.55592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,346.86,NaN,497.92684,NaN
422.31228,NaN,175.01692,NaN,158.55916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,346.86652,NaN,497.9292,NaN
422.31668,NaN,175.02144,NaN,158.56132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,346.86968,NaN,497.95128,NaN
422.32824,NaN,175.02452,NaN,158.56364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,346.88448,NaN,497.994,NaN
422.346,NaN,175.02672,NaN,158.56616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,346.88776,NaN,498.00392,NaN
422.45196,NaN,175.03308,NaN,158.57044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,346.8952,NaN,498.02268,NaN
422.49384,NaN,175.0362,NaN,158.57348,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,346.9112,NaN,498.04988,NaN
422.49712,NaN,175.03912,NaN,158.57672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,348.50292,NaN,499.92248,NaN
